fips,state,county,urban,urban_index,missing_urban,gisjoin,countya,tracta,blkgrpa,geo_id,tl_geo_id,name_e,median_age,n_65_plus,total_pop,latino,white,black,bachelor_plus,median_income,ssi,snap,married,veteran,owner_occupied,household_size,broadband,employed,rent_as_perc_income,block_group,bg_GEOID,bg_state_fp,bg_county_fp,bg_population,bg_hh_population,bg_land_area,bg_water_area,num_precincts_contributing,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PRESLAR,G20PREOFUE,G20PREOHAM,G20USSDBOO,G20USSRMEH,G20USSGHOF,G20USSOFER,G20USSOBUR,total_votes,turnout,dem_share,median_age,perc_65_plus,perc_latino,perc_white,perc_black,perc_bachelor_plus,perc_ssi,perc_snap,perc_married,perc_veteran,perc_owner_occupied,household_size,perc_broadband,perc_employed,rent_as_perc_income,median_income,perc_vote_dem,perc_voter_turnout
34011,NJ,cumberland,8,2.0,0.0,G34001100303003,11,30300,3,340110303003,340110303003.0,"Block Group 3, Census Tract 303, Cumberland County, New Jersey",33.3,0.01,2118.0,8.31,67.23,36.21,6.33,67740.0,3.68,2.6,35.93,0.47,21.62,2.62,9.96,58.69,0.31666666,340110303003,340110303003,34,11,1500,1500,1026207,6751,5,391.684714745115,356.760417068343,6.84068205034081,2.93802190752059,0.233361197633729,0.0,0.983355606415863,1.01314572299326,351.396606178378,360.428548801566,6.63711096928447,16.2391263084855,4.6813727250171,760.4536982983622,0.5069691321989082,0.4766687655565669,1,1,2,2,3,1,3,2,1,1,2,2,2,3,2,1,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100304011,11,30401,1,340110304011,340110304011.0,"Block Group 1, Census Tract 304.01, Cumberland County, New Jersey",35.5,0.02,924.0,28.03,55.95,3.03,24.68,63393.0,2.16,1.62,49.89,1.3,35.28,1.99,19.16,43.18,0.25,340110304011,340110304011,34,11,1424,1424,2423183,53741,3,222.709665229865,370.281591741884,4.50891615768974,1.90974053073057,0.0,0.0,0.784806056249877,0.594837866671728,364.232919442389,204.043503713801,5.31439992486677,9.5828142113571,3.12927223476814,600.7895575830909,0.42190277920160874,0.6244301031229619,1,2,3,2,2,2,3,2,2,1,3,1,3,1,2,1,2,1
34011,NJ,cumberland,8,2.0,0.0,G34001100304012,11,30401,2,340110304012,340110304012.0,"Block Group 2, Census Tract 304.01, Cumberland County, New Jersey",34.1,0.01,980.0,11.43,29.18,63.27,2.86,21609.0,3.67,32.04,14.08,1.33,10.82,1.74,20.31,46.94,0.75053304,340110304012,340110304012,34,11,1199,1199,1006646,3471,3,201.086714806793,291.644265269909,4.00027116133538,2.64492821526776,0.134636027969548,0.134636027969548,0.773127026673166,0.491251698941169,286.901935617624,184.62768838495,8.39496780902108,9.1213023539434,3.09250810669266,500.90983023485853,0.41777300269796375,0.5918935018547232,1,1,2,1,3,1,3,3,1,1,1,1,3,1,3,1,2,1
34011,NJ,cumberland,8,2.0,0.0,G34001100304013,11,30401,3,340110304013,340110304013.0,"Block Group 3, Census Tract 304.01, Cumberland County, New Jersey",41.8,0.01,1845.0,2.49,94.8,3.31,34.74,149150.0,0.0,0.0,38.97,2.01,35.93,2.82,9.92,40.92,0.0,340110304013,340110304013,34,11,1443,1435,4635911,0,4,530.657568355826,435.075826652062,8.59198431087825,3.08202007284675,0.672763631680471,0.672763631680471,0.965197674651941,0.776543278855839,427.910583109566,487.083749713757,8.86795797673643,17.6146786387942,5.71673008217061,980.4946676084817,0.6794834841361619,0.4505133910674264,2,1,1,3,2,2,1.0,1.0,1,2,3,2,2,1,1,3,1,3
34011,NJ,cumberland,8,2.0,0.0,G34001100304021,11,30402,1,340110304021,340110304021.0,"Block Group 1, Census Tract 304.02, Cumberland County, New Jersey",51.5,0.05,720.0,21.94,51.53,31.39,13.75,41816.0,9.86,3.33,23.33,4.44,13.61,2.18,18.33,25.97,0.2907489,340110304021,340110304021,34,11,641,621,736544,0,2,69.629207889425,102.11872845469,1.7139620099429,0.134923540803691,0.0,0.0,0.327297846882957,0.0,100.597140750827,63.8301109003483,0.404770622411072,1.90633631602217,1.25174062225625,173.92411974174456,0.2713324800963254,0.5945848935854717,3,3,3,2,3,1,3,3,1,3,1,1,3,1,2,1,2,1
34011,NJ,cumberland,8,2.0,0.0,G34001100304022,11,30402,2,340110304022,340110304022.0,"Block Group 2, Census Tract 304.02, Cumberland County, New Jersey",37.5,0.01,1913.0,5.91,78.78,1.2,15.37,132802.0,1.83,5.44,52.85,2.4,29.64,3.12,14.43,53.16,0.45192307,340110304022,340110304022,34,11,1964,1964,22887447,1915848,2,557.410725170346,328.707104702638,5.21757309051806,1.73919103017269,0.0,0.0,0.869595515086343,0.869595515086343,323.48953161212,512.191758385856,5.21757309051806,6.95676412069074,4.34797757543172,894.8137850238473,0.45560783351519724,0.3709519136408245,1,1,1,2,2,1,2,3,3,2,2,3,3,2,2,3,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100304023,11,30402,3,340110304023,340110304023.0,"Block Group 3, Census Tract 304.02, Cumberland County, New Jersey",46.3,0.02,1178.0,18.93,53.74,1.53,24.45,77636.0,0.68,1.53,36.84,16.55,23.01,1.73,21.05,50.34,0.33802816,340110304023,340110304023,34,11,1526,1363,6663923,1574328,4,324.472349482233,323.189323816283,4.15952974441895,1.04243066870444,0.0,0.0,0.346736539330471,0.0886771047540675,318.245422837736,298.045694986997,3.03861490135927,4.17325245307751,2.8590396411381,653.2990473557239,0.42811208869968803,0.49900949390797233,3,2,3,2,2,2,2,2,1,3,2,1,3,2,2,1,1,1
34011,NJ,cumberland,8,2.0,0.0,G34001100305011,11,30501,1,340110305011,340110305011.0,"Block Group 1, Census Tract 305.01, Cumberland County, New Jersey",47.2,0.01,1288.0,3.26,101.79,0.0,21.97,59701.0,2.41,8.46,57.38,4.19,36.1,2.51,14.21,45.42,0.7432432,340110305011,340110305011,34,11,1468,1468,2465090,0,3,429.916521094538,328.818051280964,5.24020642108305,1.81522014393434,0.292126293744563,0.0,1.09399821596524,0.727304589974894,323.565739909102,395.084222616669,4.58138650134814,16.7763046260723,3.4934709473887,767.9034280402041,0.5230949782290218,0.4333769189553025,3,1,1,3,1,1,3,3,3,3,3,2,3,1,3,1,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100305012,11,30501,2,340110305012,340110305012.0,"Block Group 2, Census Tract 305.01, Cumberland County, New Jersey",45.0,0.01,1377.0,7.63,82.21,14.81,10.6,103434.0,0.0,1.53,54.61,14.67,28.47,3.02,10.38,46.41,0.8115942,340110305012,340110305012,34,11,865,865,1440793,309592,1,241.716179043518,201.665740020713,3.76945308449931,1.41354490668724,0.0,0.0,0.0,0.471181635562414,197.896286936214,221.926550349897,4.24063472006172,7.53890616899862,2.82708981337448,449.03609869098,0.5191168770993988,0.454835281615303,2,1,2,3,3,1,1.0,2,3,3,2,3,2,1,3,2,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100305013,11,30501,3,340110305013,340110305013.0,"Block Group 3, Census Tract 305.01, Cumberland County, New Jersey",32.0,0.01,2101.0,5.33,107.71,0.14,12.33,85741.0,7.52,6.66,42.55,8.42,38.46,2.61,10.61,59.02,0.7291667,340110305013,340110305013,34,11,2158,2147,21255878,805808,4,495.917489884323,404.717541854992,8.35023438185825,1.59689977952405,0.0,0.0,0.0,0.217543390370009,398.255846689962,455.61977041112,5.73496894698618,11.0348511132323,6.9708779927042,910.7997092910674,0.42205732589947514,0.44936908691348326,1,1,1,3,1,1,3,3,2,3,3,2,2,3,3,1,1,1
34011,NJ,cumberland,8,2.0,0.0,G34001100305014,11,30501,4,340110305014,340110305014.0,"Block Group 4, Census Tract 305.01, Cumberland County, New Jersey",55.7,0.02,1384.0,6.07,94.65,0.0,12.57,142935.0,2.31,0.79,36.78,5.27,48.19,2.06,16.69,55.2,1.0,340110305014,340110305014,34,11,2359,2339,16859917,5842,2,695.577580850322,520.238398647589,8.06401916267745,2.68800638755915,0.474512508621709,0.0,1.73898137031573,1.10674693946872,511.857588898515,639.128099969634,6.95727222320873,26.7250354372578,5.3760127751183,1229.8882458665537,0.5213600024868816,0.42789238455512735,3,2,1,3,1,1,3,2,1,3,3,1,3,2,3,3,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100305021,11,30502,1,340110305021,340110305021.0,"Block Group 1, Census Tract 305.02, Cumberland County, New Jersey",52.2,0.02,1651.0,20.9,55.97,0.73,16.6,57137.0,5.27,5.75,45.67,1.33,20.84,2.42,10.96,51.12,0.024930747,340110305021,340110305021,34,11,1655,1651,20696779,1589871,5,422.253275295115,458.157051320837,6.95192527653105,2.17431263287576,1.05647554613835,1.05647554613835,1.29303761942143,1.1399054710686,450.818928893099,387.764637037226,5.73816243667132,20.4936820717089,4.47968902977316,894.0824587081255,0.5402310928750003,0.5203903651174367,3,2,3,2,1,1,3,3,2,1,1,2,2,2,1,1,2,2
34011,NJ,cumberland,8,2.0,0.0,G34001100305022,11,30502,2,340110305022,340110305022.0,"Block Group 2, Census Tract 305.02, Cumberland County, New Jersey",29.8,0.01,1880.0,12.29,46.91,48.88,9.68,84697.0,1.12,3.99,17.13,2.98,33.51,3.09,8.19,48.72,0.19642857,340110305022,340110305022,34,11,1967,1960,2153470,0,3,273.02910623208,521.911698817284,4.60351676300841,1.99081177994851,1.33540989086759,1.33540989086759,1.67318824844498,1.67763953507687,513.561461114501,250.839260840934,4.95019769384958,23.6705422787016,2.95493462726918,807.5567811575779,0.4105525069433543,0.6565415883826401,1,1,2,1,3,1,2,3,1,2,3,3,1,1,2,1,2,1
34011,NJ,cumberland,8,2.0,0.0,G34001100403001,11,40300,1,340110403001,340110403001.0,"Block Group 1, Census Tract 403, Cumberland County, New Jersey",36.7,0.01,921.0,31.05,48.86,10.97,19.98,56613.0,2.61,3.69,50.27,2.17,29.75,2.95,15.2,52.55,0.78571427,340110403001,340110403001,34,11,1264,1264,942897,0,3,243.726651708061,357.871055035087,3.86440553042524,1.30284957942519,0.442237224434771,0.0,0.523864158171538,0.966101382606309,345.260631703311,220.700393890927,3.21119025075868,21.9518915729352,3.67728956907258,608.6971646182111,0.4815642125144075,0.5948677181176157,1,1,3,2,3,1,3,3,2,2,2,3,3,2,3,1,2,2
34011,NJ,cumberland,8,2.0,0.0,G34001100403002,11,40300,2,340110403002,340110403002.0,"Block Group 2, Census Tract 403, Cumberland County, New Jersey",40.4,0.01,1477.0,25.8,18.55,27.15,6.09,62879.0,8.19,9.41,23.09,0.27,24.58,2.21,12.66,52.67,0.2857143,340110403002,340110403002,34,11,1154,1145,406952,0,2,161.634165354221,401.723493968083,2.96971283319195,0.813794677415324,0.0951552921564494,0.0,0.813794677415324,0.813794677415324,387.646121527546,146.500135311792,2.96971283319195,23.842908569521,2.25107344793307,568.8639114798984,0.4929496633274683,0.7130878356235358,2,1,3,1,3,1,3,3,1,1,2,1,2,2,2,1,3,2
34011,NJ,cumberland,8,2.0,0.0,G34001100403003,11,40300,3,340110403003,340110403003.0,"Block Group 3, Census Tract 403, Cumberland County, New Jersey",47.0,0.02,1061.0,34.21,72.01,2.92,9.61,67162.0,7.26,8.01,28.18,4.52,14.23,2.89,11.88,38.27,0.14574899,340110403003,340110403003,34,11,1206,1196,528905,0,2,182.177466612443,345.964179525524,3.41497255027229,1.7416842235766,1.14972349957092,0.0,0.591960724005686,1.14972349957092,333.317221030244,165.102603861081,2.92560567158797,24.6335603696735,3.41497255027229,536.1897106349634,0.44460175011190994,0.6550594562185831,3,2,3,2,2,1,3,3,1,3,1,2,2,1,1,1,2,1
34011,NJ,cumberland,8,2.0,0.0,G34001100404001,11,40400,1,340110404001,340110404001.0,"Block Group 1, Census Tract 404, Cumberland County, New Jersey",30.8,0.01,1605.0,18.26,84.92,9.6,15.83,101289.0,0.69,1.81,51.46,6.79,30.65,3.17,17.01,48.72,1.0,340110404001,340110404001,34,11,1679,1679,945016,0,2,331.274122282536,477.267866064189,5.23500788543508,2.3528593958386,0.0,0.0,1.1764296979193,1.0,461.386412709964,301.158356178249,8.05857818751579,31.4107424479824,5.05857818751579,818.3062853259179,0.4873771800630839,0.5902821040130366,1,1,3,3,2,1,2,2,2,3,2,3,3,1,3,2,2,2
34011,NJ,cumberland,8,2.0,0.0,G34001100404002,11,40400,2,340110404002,340110404002.0,"Block Group 2, Census Tract 404, Cumberland County, New Jersey",47.7,0.01,766.0,24.02,72.06,0.0,14.23,79188.0,0.0,0.0,48.96,6.53,28.98,2.5,18.67,64.23,1.0,340110404002,340110404002,34,11,1181,1181,1547982,0,2,199.28004313699,353.504970149511,2.72259672100412,0.952638913110829,0.0,0.0,0.680199281516674,0.40775964992252,341.802663155524,180.631425334821,2.45015708940997,13.3351451886142,2.45015708940997,557.5482078520552,0.47209839784255303,0.6394981080398686,3,1,3,2,1,1,1.0,1.0,2,3,2,2,3,3,3,1,2,2
34011,NJ,cumberland,8,2.0,0.0,G34001100404003,11,40400,3,340110404003,340110404003.0,"Block Group 3, Census Tract 404, Cumberland County, New Jersey",29.1,0.01,1934.0,26.27,20.58,26.89,6.57,58125.0,0.0,4.76,25.75,9.36,12.56,4.26,8.89,29.52,0.5755814,340110404003,340110404003,34,11,1629,1269,1059102,0,3,190.809368930709,466.23984935594,3.64780389517741,1.10364478815348,0.652247855366062,0.652247855366062,0.451396932787422,0.967626180015165,450.92484092993,172.922356212349,2.34330818444528,27.6862264718978,2.85953743167303,664.5241857935147,0.4079338157111815,0.7095965361190566,1,1,3,1,3,1,1.0,3,1,3,1,3,1,1,3,1,3,1
34011,NJ,cumberland,8,2.0,0.0,G34001100404004,11,40400,4,340110404004,340110404004.0,"Block Group 4, Census Tract 404, Cumberland County, New Jersey",47.0,0.01,1667.0,40.01,61.25,8.76,35.93,87025.0,11.94,2.04,39.89,2.7,36.53,2.27,13.92,50.51,0.0,340110404004,340110404004,34,11,1529,1529,1738342,1449,4,279.541675990955,530.474148989366,4.28190684634577,1.46283125996074,0.398440031062821,0.398440031062821,1.06439122889792,0.44654130431754,512.333477106338,253.145380699498,3.78964391178316,24.0139308734321,3.2198952604575,818.0683756819685,0.5350349088829094,0.6548935621131274,3,1,3,2,2,2,3,2,1,2,3,1,3,2,1,2,2,2
34011,NJ,cumberland,8,2.0,0.0,G34001100405001,11,40500,1,340110405001,340110405001.0,"Block Group 1, Census Tract 405, Cumberland County, New Jersey",44.7,0.0,2973.0,30.07,30.04,17.56,3.06,40955.0,7.87,7.16,39.69,3.03,14.56,2.08,13.05,31.92,0.24144869,340110405001,340110405001,34,11,2962,2962,1337359,0,3,161.538380473904,587.695782297269,3.51742240267382,0.760732690683078,1.75871120133691,0.0,1.75871120133691,1.75871120133691,567.58922639188,146.896208761726,2.51944389201999,28.6138708613321,2.51944389201999,758.7884514685408,0.2561743590373196,0.784395335262842,2,1,3,1,3,1,3,3,1,2,1,1,2,1,2,1,3,1
34011,NJ,cumberland,8,2.0,0.0,G34001100405002,11,40500,2,340110405002,340110405002.0,"Block Group 2, Census Tract 405, Cumberland County, New Jersey",45.2,0.01,1695.0,35.58,36.7,10.27,12.86,64658.0,7.02,1.36,44.72,1.42,36.81,2.47,13.16,50.15,0.0,340110405002,340110405002,34,11,1121,1107,2894241,4305,4,257.349817240008,538.45616550519,2.7216329318388,1.99635617800936,0.239267309316923,0.924682232597648,0.331542905819778,1.08398967641083,521.394700070426,233.480506346495,7.41461449690075,17.792195380908,2.62935733533595,803.1034539791914,0.7164169973052554,0.6766173881323955,3,1,3,1,2,1,3,2,2,1,3,2,2,2,1,1,2,3
34011,NJ,cumberland,8,2.0,0.0,G34001100405003,11,40500,3,340110405003,340110405003.0,"Block Group 3, Census Tract 405, Cumberland County, New Jersey",33.8,0.01,1243.0,62.51,40.71,13.35,7.4,85714.0,0.0,4.67,18.02,5.39,14.4,2.83,18.83,47.55,0.21754386,340110405003,340110405003,34,11,1619,1613,1201538,0,2,115.717708118636,362.084928688961,0.696406569163664,1.38472718094266,0.694385079817496,0.0,0.0020214893461681,0.694385079817496,348.907784087198,104.63180471371,4.15620303217414,13.8836586176576,0.694385079817496,481.2745622066845,0.29726656096768656,0.7578127469287418,1,1,3,1,3,1,1.0,3,1,3,1,2,3,1,2,1,3,1
34011,NJ,cumberland,8,2.0,0.0,G34001100406011,11,40601,1,340110406011,340110406011.0,"Block Group 1, Census Tract 406.01, Cumberland County, New Jersey",38.8,0.01,2569.0,8.8,70.22,0.82,21.18,89605.0,0.66,3.81,40.99,6.19,27.68,2.83,7.2,38.5,0.25345623,340110406011,340110406011,34,11,2356,2336,2505062,0,3,735.496586681404,583.060671428783,4.92163954416957,2.94558590642294,0.428938815922162,0.0,0.0,1.47279295321147,563.140805626121,666.565611311481,6.74904944469021,43.5488765703388,4.92163954416957,1328.326215329913,0.5638056941128663,0.44219594397019263,2,1,2,2,1,1,2,3,2,3,2,2,1,1,2,2,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100406012,11,40601,2,340110406012,340110406012.0,"Block Group 2, Census Tract 406.01, Cumberland County, New Jersey",30.1,0.02,686.0,36.73,88.48,4.37,20.41,57549.0,12.1,0.0,47.23,7.14,30.47,2.72,21.72,40.23,0.4532374,340110406012,340110406012,34,11,974,969,1594176,0,1,166.357101786063,324.577171419546,0.904114683619905,0.0,0.0,0.0,0.904114683619905,0.0,313.727795216107,150.987152164524,0.904114683619905,5.42468810171943,0.904114683619905,492.7425025728488,0.5058957931959434,0.661141804788213,1,2,3,3,2,1,3,1.0,2,3,2,2,3,1,2,1,2,2
34011,NJ,cumberland,8,2.0,0.0,G34001100406021,11,40602,1,340110406021,340110406021.0,"Block Group 1, Census Tract 406.02, Cumberland County, New Jersey",30.6,0.01,2504.0,20.29,30.67,36.38,8.23,49423.0,6.27,16.09,28.39,5.87,13.62,3.02,7.11,35.9,0.44668007,340110406021,340110406021,34,11,1807,1626,645307,0,3,100.212079567049,525.178532684409,1.47679608217845,0.380910765798355,0.190455382899178,0.0,0.286340699279272,0.190455382899178,506.932899675957,90.6774753595952,1.85770684797681,17.1939641733649,1.47679608217845,627.9155705645124,0.3474906311923146,0.8397608189123958,1,1,3,1,3,1,3,3,1,3,1,3,1,1,2,1,3,1
34011,NJ,cumberland,8,2.0,0.0,G34001100406022,11,40602,2,340110406022,340110406022.0,"Block Group 2, Census Tract 406.02, Cumberland County, New Jersey",38.0,0.0,1534.0,42.57,27.44,17.08,9.45,71705.0,3.32,2.35,40.16,2.09,15.32,2.99,9.78,44.26,0.21478873,340110406022,340110406022,34,11,2055,2055,1719694,0,4,161.309657910165,508.423097971555,3.70755974879497,1.63745091790974,1.4671211825029,0.0,1.471823559598,0.0828136791558706,491.075049590809,146.398138708863,3.91235275372922,28.3402659007542,3.70755974879497,678.0995249696814,0.3299754379414508,0.7591432455804006,2,1,3,1,3,1,3,2,2,2,1,3,2,1,2,1,3,1
34011,NJ,cumberland,8,2.0,0.0,G34001100407011,11,40701,1,340110407011,340110407011.0,"Block Group 1, Census Tract 407.01, Cumberland County, New Jersey",41.9,0.01,1660.0,15.24,83.13,9.22,32.17,78885.0,0.48,0.9,32.47,7.11,25.12,2.5,11.2,43.92,0.6503268,340110407011,340110407011,34,11,1735,1721,2069707,103353,3,675.938069817113,506.236501483161,6.14740081926226,2.21900020411155,0.571061184077838,0.0,0.0,0.601791879580567,489.057452604944,612.912685909396,6.68773130783737,27.9172190535622,6.11667012375953,1191.713825387306,0.6868667581483032,0.42822482717281884,2,1,2,3,2,2,2,2,1,3,2,2,2,1,3,1,1,3
34011,NJ,cumberland,8,2.0,0.0,G34001100407012,11,40701,2,340110407012,340110407012.0,"Block Group 2, Census Tract 407.01, Cumberland County, New Jersey",43.4,0.01,2445.0,14.11,58.36,15.99,25.56,55795.0,1.35,0.98,45.89,7.28,27.08,2.66,8.02,42.0,0.190625,340110407012,340110407012,34,11,2717,2539,5653142,2158,5,535.727349870538,483.625740335327,5.91845297678965,2.14032893636665,0.618740660744005,0.0,0.615692496652968,0.799866145802049,467.371662304958,485.649112469795,5.25166057578119,30.903432819426,5.85211225197897,1029.44617142222,0.3788907513515716,0.4744437869292726,2,1,2,2,3,2,2,2,2,3,2,2,1,1,2,1,1,1
34011,NJ,cumberland,8,2.0,0.0,G34001100407021,11,40702,1,340110407021,340110407021.0,"Block Group 1, Census Tract 407.02, Cumberland County, New Jersey",43.9,0.01,1578.0,15.72,46.2,12.67,15.02,114107.0,3.17,7.22,29.15,4.69,32.13,2.95,8.49,46.39,1.0,340110407021,340110407021,34,11,1164,1135,3303106,48288,3,374.362492210869,286.130034181686,3.98983938166448,1.06526270589872,0.0,0.0,0.139087114449833,0.201831047091099,276.22862384062,339.502832934614,3.07030025241363,14.6441769144257,3.98983938166448,665.8885466416591,0.5720691981457553,0.433207073128377,2,1,2,1,3,1,3,3,1,3,2,3,1,1,3,2,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100407022,11,40702,2,340110407022,340110407022.0,"Block Group 2, Census Tract 407.02, Cumberland County, New Jersey",42.4,0.01,2041.0,10.34,82.75,7.06,23.17,91000.0,0.88,3.09,30.03,1.62,20.38,2.91,7.3,35.86,0.81060606,340110407022,340110407022,34,11,3078,2023,4813835,8851,4,538.216303139958,535.697574374488,6.02072459370669,2.21397538531409,0.0,0.0,0.52416468873129,0.762185213790789,516.910267460594,487.703864860127,5.51926280604548,25.077788609203,5.37410229392892,1083.4349273959892,0.35199315379986656,0.49882731342884795,2,1,2,3,2,2,2,3,1,2,1,3,1,1,3,2,1,1
34011,NJ,cumberland,8,2.0,0.0,G34001100408001,11,40800,1,340110408001,340110408001.0,"Block Group 1, Census Tract 408, Cumberland County, New Jersey",40.4,0.04,595.0,6.39,73.11,40.84,33.78,140357.0,0.0,4.54,48.4,6.05,29.75,3.0,11.76,38.15,0.2,340110408001,340110408001,34,11,645,630,8548202,19409,3,229.95459811844,162.838732848236,2.29644235099061,0.587551890133421,0.0,0.0,0.0,0.0220257065185274,157.210346991141,208.520620509647,1.78468137691879,7.37647745845228,2.27441664447208,395.69935091431853,0.6134873657586334,0.41456593075927506,2,3,1,2,3,2,1.0,3,2,3,2,3,2,1,2,3,1,3
34011,NJ,cumberland,8,2.0,0.0,G34001100408002,11,40800,2,340110408002,340110408002.0,"Block Group 2, Census Tract 408, Cumberland County, New Jersey",39.5,0.0,1626.0,16.42,61.5,8.73,24.54,128563.0,2.77,2.28,53.87,5.9,34.75,2.83,8.36,60.39,0.0,340110408002,340110408002,34,11,1240,1223,4021004,0,2,507.436314459659,405.198222240691,4.54327791879953,1.13581947969988,0.0,0.0,0.0,0.791145164844372,391.223714169437,459.872977556853,4.19860360394402,18.7213790603203,4.19860360394402,919.1047792636938,0.7412135316642692,0.4439873859099108,2,1,2,2,2,2,3,2,3,3,3,2,1,3,1,2,1,3
34011,NJ,cumberland,8,2.0,0.0,G34001100408003,11,40800,3,340110408003,340110408003.0,"Block Group 3, Census Tract 408, Cumberland County, New Jersey",44.4,0.03,890.0,16.97,76.85,10.79,35.28,115750.0,0.9,4.49,51.35,6.52,37.19,2.72,9.66,39.78,0.0,340110408003,340110408003,34,11,933,921,2088931,1005,3,403.910044943472,305.34389064796,3.51846431852485,0.931654786761362,0.0,0.0,0.0,0.593453005250494,294.762528153656,366.013188696371,3.38841736553458,14.2461579400678,3.38841736553458,714.2975077019686,0.7655921840321207,0.43051419995765006,2,3,2,2,3,2,2,3,2,3,3,2,2,1,1,2,1,3
34011,NJ,cumberland,8,2.0,0.0,G34001100408004,11,40800,4,340110408004,340110408004.0,"Block Group 4, Census Tract 408, Cumberland County, New Jersey",37.9,0.02,1757.0,11.33,66.93,10.59,49.29,107240.0,1.37,0.85,59.02,3.98,30.68,2.48,10.42,56.06,0.5387931,340110408004,340110408004,34,11,2315,2315,1454511,1103,2,497.69565141733,477.333312594098,7.10733196878657,1.77683299219664,0.0,0.0,0.0,0.895930119028571,461.296733926747,451.227503194728,6.2264290956185,31.1020909863715,6.2264290956185,984.8090590914397,0.42540348124900207,0.4895580851570511,2,2,2,2,3,3,2,2,3,3,2,2,2,2,3,2,1,1
34011,NJ,cumberland,8,2.0,0.0,G34001100409011,11,40901,1,340110409011,340110409011.0,"Block Group 1, Census Tract 409.01, Cumberland County, New Jersey",66.4,0.1,514.0,20.43,75.29,14.01,17.32,67162.0,4.09,8.95,66.54,6.23,47.47,1.75,23.93,51.75,0.45238096,340110409011,340110409011,34,11,764,755,13660055,178384,3,205.332301772787,187.963869027795,2.64558662315162,0.820729188807074,0.528962992323792,0.291766196483282,0.0361223799176263,0.528962992323792,181.381131819678,185.318841026368,2.38994280658597,9.77294668717469,2.15274601074546,398.14830117358923,0.5211365198607188,0.47791939760100216,3,3,3,2,3,1,3,3,3,3,3,1,3,2,2,1,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100409012,11,40901,2,340110409012,340110409012.0,"Block Group 2, Census Tract 409.01, Cumberland County, New Jersey",34.5,0.01,1786.0,20.72,41.27,13.94,5.26,,0.34,5.71,40.43,3.14,27.55,3.08,8.12,43.51,0.71428573,340110409012,340110409012,34,11,1880,1880,6485818,23786,3,273.107555202022,506.084539637494,3.82611990819392,1.59570059803333,0.832232814987188,0.76346778304614,0.76346778304614,1.11520965508029,488.472958950288,247.205313214259,3.2601662280077,26.4135354993968,3.75735487625287,788.0882933819031,0.41919590073505486,0.6494990683160462,1,1,3,1,3,1,2,3,2,2,2,3,1,1,3,,2,1
34011,NJ,cumberland,8,2.0,0.0,G34001100409021,11,40902,1,340110409021,340110409021.0,"Block Group 1, Census Tract 409.02, Cumberland County, New Jersey",24.8,0.01,745.0,24.03,76.64,10.47,10.47,58250.0,0.0,2.95,25.64,3.22,34.23,3.28,18.12,41.88,0.0,340110409021,340110409021,34,11,502,502,2772464,0,3,164.579828024755,151.860274023048,2.77875971116386,0.796946155865768,0.399148963419961,0.397797192445806,0.0049379744396265,0.399148963419961,146.669103066097,148.60311087756,2.3908384675973,8.47142532379263,2.37961074774389,321.21684100855794,0.6398741852760118,0.4799021143031589,1,1,3,2,2,1,1.0,3,1,2,3,3,3,1,1,1,1,3
34011,NJ,cumberland,8,2.0,0.0,G34001100409022,11,40902,2,340110409022,340110409022.0,"Block Group 2, Census Tract 409.02, Cumberland County, New Jersey",40.3,0.01,1628.0,25.74,56.39,0.0,13.94,66373.0,1.23,4.61,51.66,7.06,35.32,2.63,13.02,58.54,0.7590361,340110409022,340110409022,34,11,1728,1720,5627649,20927,3,443.205687094754,403.039333946688,5.24390385532608,1.78112842433672,1.0710346144648,0.710093809871919,0.404787613777995,1.0710346144648,389.432977954053,400.232762088606,5.34338527301015,28.0608935471705,4.17286924086128,856.5270039736843,0.49567534952180803,0.47626789396135244,2,1,3,2,1,1,2,3,2,3,3,2,2,3,3,1,1,2
34011,NJ,cumberland,8,2.0,0.0,G34001100409023,11,40902,3,340110409023,340110409023.0,"Block Group 3, Census Tract 409.02, Cumberland County, New Jersey",45.2,0.03,971.0,39.86,75.59,11.64,7.31,88077.0,1.44,2.57,47.37,0.0,38.0,2.42,15.96,53.35,1.0,340110409023,340110409023,34,11,972,972,3699138,52089,5,221.757198065874,233.134636458278,2.5002571856993,0.807117390923589,0.643918914576286,0.312173317924877,0.117007707013062,0.644666023606063,225.150739687082,200.229016657956,2.27088311313364,15.1841851903651,1.85633827112301,459.91697506389517,0.47316561220565345,0.5125056524748411,3,3,3,2,3,1,2,2,2,1,3,2,3,2,3,2,1,2
